,file_path,label
0,WW04_segment1_0_NonCanonical.wav,NonCanonical
1,WW04_segment1_10_IDS.wav,IDS
2,WW04_segment1_11_Canonical.wav,Canonical
3,WW04_segment1_12_Unknown.wav,Unknown
4,WW04_segment1_13_Unknown.wav,Unknown
5,WW04_segment1_14_Canonical.wav,Canonical
6,WW04_segment1_15_Unknown.wav,Unknown
7,WW04_segment1_16_Canonical.wav,Canonical
8,WW04_segment1_17_NonCanonical.wav,NonCanonical
9,WW04_segment1_18_NonCanonical.wav,NonCanonical
10,WW04_segment1_19_LaughCry.wav,Other
11,WW04_segment1_1_ADS.wav,ADS
12,WW04_segment1_20_LaughCry.wav,Other
13,WW04_segment1_21_LaughCry.wav,Other
14,WW04_segment1_22_Canonical.wav,Canonical
15,WW04_segment1_23_Canonical.wav,Canonical
16,WW04_segment1_24_Canonical.wav,Canonical
17,WW04_segment1_25_Canonical.wav,Canonical
18,WW04_segment1_26_Canonical.wav,Canonical
19,WW04_segment1_27_Canonical.wav,Canonical
20,WW04_segment1_28_Canonical.wav,Canonical
21,WW04_segment1_29_Canonical.wav,Canonical
22,WW04_segment1_2_ADS.wav,ADS
23,WW04_segment1_30_Canonical.wav,Canonical
24,WW04_segment1_31_NonCanonical.wav,NonCanonical
25,WW04_segment1_32_NonCanonical.wav,NonCanonical
26,WW04_segment1_33_Canonical.wav,Canonical
27,WW04_segment1_34_Canonical.wav,Canonical
28,WW04_segment1_35_NonCanonical.wav,NonCanonical
29,WW04_segment1_36_NonCanonical.wav,NonCanonical
30,WW04_segment1_37_NonCanonical.wav,NonCanonical
31,WW04_segment1_38_NonCanonical.wav,NonCanonical
32,WW04_segment1_39_LaughCry.wav,Other
33,WW04_segment1_3_NonCanonical.wav,NonCanonical
34,WW04_segment1_40_NonCanonical.wav,NonCanonical
35,WW04_segment1_41_NonCanonical.wav,NonCanonical
36,WW04_segment1_42_NonCanonical.wav,NonCanonical
37,WW04_segment1_43_LaughCry.wav,Other
38,WW04_segment1_44_ADS.wav,ADS
39,WW04_segment1_45_ADS.wav,ADS
40,WW04_segment1_46_ADS.wav,ADS
41,WW04_segment1_47_Unknown.wav,Unknown
42,WW04_segment1_48_Canonical.wav,Canonical
43,WW04_segment1_49_NonCanonical.wav,NonCanonical
44,WW04_segment1_4_IDS.wav,IDS
45,WW04_segment1_50_NonCanonical.wav,NonCanonical
46,WW04_segment1_51_NonCanonical.wav,NonCanonical
47,WW04_segment1_52_NonCanonical.wav,NonCanonical
48,WW04_segment1_53_NonCanonical.wav,NonCanonical
49,WW04_segment1_54_NonCanonical.wav,NonCanonical
50,WW04_segment1_55_Canonical.wav,Canonical
51,WW04_segment1_56_Unknown.wav,Unknown
52,WW04_segment1_57_Unknown.wav,Unknown
53,WW04_segment1_58_Unknown.wav,Unknown
54,WW04_segment1_59_NonCanonical.wav,NonCanonical
55,WW04_segment1_5_IDS.wav,IDS
56,WW04_segment1_60_Other.wav,Other
57,WW04_segment1_61_NonCanonical.wav,NonCanonical
58,WW04_segment1_62_Other.wav,Other
59,WW04_segment1_63_NonCanonical.wav,NonCanonical
60,WW04_segment1_64_LaughCry.wav,Other
61,WW04_segment1_65_LaughCry.wav,Other
62,WW04_segment1_6_Canonical.wav,Canonical
63,WW04_segment1_7_IDS.wav,IDS
64,WW04_segment1_8_IDS.wav,IDS
65,WW04_segment1_9_IDS.wav,IDS
66,WW04_segment2_0_NonCanonical.wav,NonCanonical
67,WW04_segment2_10_IDS.wav,IDS
68,WW04_segment2_11_Canonical.wav,Canonical
69,WW04_segment2_12_Canonical.wav,Canonical
70,WW04_segment2_13_Canonical.wav,Canonical
71,WW04_segment2_14_Canonical.wav,Canonical
72,WW04_segment2_15_Canonical.wav,Canonical
73,WW04_segment2_16_ADS.wav,ADS
74,WW04_segment2_17_NonCanonical.wav,NonCanonical
75,WW04_segment2_18_NonCanonical.wav,NonCanonical
76,WW04_segment2_19_NonCanonical.wav,NonCanonical
77,WW04_segment2_1_Canonical.wav,Canonical
78,WW04_segment2_20_ADS.wav,ADS
79,WW04_segment2_21_ADS.wav,ADS
80,WW04_segment2_22_IDS.wav,IDS
81,WW04_segment2_23_NonCanonical.wav,NonCanonical
82,WW04_segment2_24_NonCanonical.wav,NonCanonical
83,WW04_segment2_25_Canonical.wav,Canonical
84,WW04_segment2_26_ADS.wav,ADS
85,WW04_segment2_27_NonCanonical.wav,NonCanonical
86,WW04_segment2_28_NonCanonical.wav,NonCanonical
87,WW04_segment2_29_LaughCry.wav,Other
88,WW04_segment2_2_NonCanonical.wav,NonCanonical
89,WW04_segment2_30_NonCanonical.wav,NonCanonical
90,WW04_segment2_31_NonCanonical.wav,NonCanonical
91,WW04_segment2_32_NonCanonical.wav,NonCanonical
92,WW04_segment2_33_LaughCry.wav,Other
93,WW04_segment2_34_NonCanonical.wav,NonCanonical
94,WW04_segment2_35_NonCanonical.wav,NonCanonical
95,WW04_segment2_36_Other.wav,Other
96,WW04_segment2_37_NonCanonical.wav,NonCanonical
97,WW04_segment2_38_ADS.wav,ADS
98,WW04_segment2_39_ADS.wav,ADS
99,WW04_segment2_3_LaughCry.wav,Other
100,WW04_segment2_40_ADS.wav,ADS
101,WW04_segment2_41_NonCanonical.wav,NonCanonical
102,WW04_segment2_42_NonCanonical.wav,NonCanonical
103,WW04_segment2_43_NonCanonical.wav,NonCanonical
104,WW04_segment2_44_Canonical.wav,Canonical
105,WW04_segment2_45_NonCanonical.wav,NonCanonical
106,WW04_segment2_46_NonCanonical.wav,NonCanonical
107,WW04_segment2_47_NonCanonical.wav,NonCanonical
108,WW04_segment2_48_NonCanonical.wav,NonCanonical
109,WW04_segment2_49_NonCanonical.wav,NonCanonical
110,WW04_segment2_4_IDS.wav,IDS
111,WW04_segment2_50_NonCanonical.wav,NonCanonical
112,WW04_segment2_51_Canonical.wav,Canonical
113,WW04_segment2_52_Canonical.wav,Canonical
114,WW04_segment2_53_Canonical.wav,Canonical
115,WW04_segment2_54_Canonical.wav,Canonical
116,WW04_segment2_55_Canonical.wav,Canonical
117,WW04_segment2_56_NonCanonical.wav,NonCanonical
118,WW04_segment2_57_NonCanonical.wav,NonCanonical
119,WW04_segment2_58_NonCanonical.wav,NonCanonical
120,WW04_segment2_59_Canonical.wav,Canonical
121,WW04_segment2_5_NonCanonical.wav,NonCanonical
122,WW04_segment2_60_NonCanonical.wav,NonCanonical
123,WW04_segment2_61_NonCanonical.wav,NonCanonical
124,WW04_segment2_62_NonCanonical.wav,NonCanonical
125,WW04_segment2_63_NonCanonical.wav,NonCanonical
126,WW04_segment2_64_NonCanonical.wav,NonCanonical
127,WW04_segment2_6_Other.wav,Other
128,WW04_segment2_7_IDS.wav,IDS
129,WW04_segment2_8_Canonical.wav,Canonical
130,WW04_segment2_9_IDS.wav,IDS
131,WW04_segment3_0_IDS.wav,IDS
132,WW04_segment3_100_NonCanonical.wav,NonCanonical
133,WW04_segment3_101_IDS.wav,IDS
134,WW04_segment3_102_NonCanonical.wav,NonCanonical
135,WW04_segment3_103_IDS.wav,IDS
136,WW04_segment3_104_ADS.wav,ADS
137,WW04_segment3_105_Canonical.wav,Canonical
138,WW04_segment3_106_IDS.wav,IDS
139,WW04_segment3_107_IDS.wav,IDS
140,WW04_segment3_108_IDS.wav,IDS
141,WW04_segment3_109_NonCanonical.wav,NonCanonical
142,WW04_segment3_10_IDS.wav,IDS
143,WW04_segment3_110_NonCanonical.wav,NonCanonical
144,WW04_segment3_111_IDS.wav,IDS
145,WW04_segment3_112_ADS.wav,ADS
146,WW04_segment3_113_IDS.wav,IDS
147,WW04_segment3_114_NonCanonical.wav,NonCanonical
148,WW04_segment3_115_IDS.wav,IDS
149,WW04_segment3_116_NonCanonical.wav,NonCanonical
150,WW04_segment3_117_IDS.wav,IDS
151,WW04_segment3_118_ADS.wav,ADS
152,WW04_segment3_119_ADS.wav,ADS
153,WW04_segment3_11_ADS.wav,ADS
154,WW04_segment3_120_IDS.wav,IDS
155,WW04_segment3_121_IDS.wav,IDS
156,WW04_segment3_122_IDS.wav,IDS
157,WW04_segment3_123_IDS.wav,IDS
158,WW04_segment3_124_ADS.wav,ADS
159,WW04_segment3_125_ADS.wav,ADS
160,WW04_segment3_126_ADS.wav,ADS
161,WW04_segment3_127_ADS.wav,ADS
162,WW04_segment3_128_ADS.wav,ADS
163,WW04_segment3_129_ADS.wav,ADS
164,WW04_segment3_12_Other.wav,Other
165,WW04_segment3_130_ADS.wav,ADS
166,WW04_segment3_131_ADS.wav,ADS
167,WW04_segment3_132_NonCanonical.wav,NonCanonical
168,WW04_segment3_133_IDS.wav,IDS
169,WW04_segment3_134_NonCanonical.wav,NonCanonical
170,WW04_segment3_135_IDS.wav,IDS
171,WW04_segment3_136_NonCanonical.wav,NonCanonical
172,WW04_segment3_137_ADS.wav,ADS
173,WW04_segment3_138_ADS.wav,ADS
174,WW04_segment3_139_ADS.wav,ADS
175,WW04_segment3_13_IDS.wav,IDS
176,WW04_segment3_14_ADS.wav,ADS
177,WW04_segment3_15_IDS.wav,IDS
178,WW04_segment3_16_IDS.wav,IDS
179,WW04_segment3_17_ADS.wav,ADS
